question,answer,source
<@U7T0QAEBA> チーム定例のアジェンダ作られてなかったから作っておいたよ,<@U7T0QAEBA> チーム定例のアジェンダ作られてなかったから作っておいたよ,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:umbrella_with_rain_drops:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 分析アウトプットの更新:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 各種コメントの取り込み:まだ_mada_bdt:     ◦ 示唆の更新:まだ_mada_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:まだ_mada_bdt:     ◦ ステコミ - スケールできるセールスシステム:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】UB Analytics定例 ・【その他】HD/SaaSシステム開発PJリード定例、ステコミ - スケールできるセールスシステム、SaaS経営会議  *■困っていることや連絡事項、感想などなんでも* 引き続き、体調に気を付ける,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:umbrella_with_rain_drops:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 分析アウトプットの更新:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 各種コメントの取り込み:まだ_mada_bdt:     ◦ 示唆の更新:まだ_mada_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:まだ_mada_bdt:     ◦ ステコミ - スケールできるセールスシステム:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】UB Analytics定例 ・【その他】HD/SaaSシステム開発PJリード定例、ステコミ - スケールできるセールスシステム、SaaS経営会議  *■困っていることや連絡事項、感想などなんでも* 引き続き、体調に気を付ける,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> PJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？（完了なら「完了」だけでいいです）,<@U02LMETN883> PJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？（完了なら「完了」だけでいいです）,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> PJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？（完了なら「完了」だけでいいです）,<@U7T0QAEBA> PJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？（完了なら「完了」だけでいいです）,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`      ◦ 分析アウトプットの更新:済:     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 示唆の更新:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:済:     ◦ ステコミ - スケールできるセールスシステム:済:     ◦ SaaS経営会議:済:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】UB Analytics定例、経産省案件対応 ・【その他】1on1x3、Domain OKR共有  *■困っていることや連絡事項、感想などなんでも* OKR策定と経産省案件の分析まとめが大詰め,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`      ◦ 分析アウトプットの更新:済:     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 示唆の更新:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:済:     ◦ ステコミ - スケールできるセールスシステム:済:     ◦ SaaS経営会議:済:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】UB Analytics定例、経産省案件対応 ・【その他】1on1x3、Domain OKR共有  *■困っていることや連絡事項、感想などなんでも* OKR策定と経産省案件の分析まとめが大詰め,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 分析アウトプットの更新:済:     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 示唆の更新:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:済:     ◦ ステコミ - スケールできるセールスシステム:済:     ◦ SaaS経営会議:済:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応 ・【その他】取締役会、リスク管理委員会  *■困っていることや連絡事項、感想などなんでも* 経産省案件の分析まとめが大詰め,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 分析アウトプットの更新:済:     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 示唆の更新:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ HD経営会議:済:     ◦ SFDC-SPEENYA連携計画:済:     ◦ HD/SaaSシステム開発PJリード定例:済:     ◦ ステコミ - スケールできるセールスシステム:済:     ◦ SaaS経営会議:済:     ◦ 取締役会:まだ_mada_bdt:     ◦ リスク管理委員会:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応 ・【その他】取締役会、リスク管理委員会  *■困っていることや連絡事項、感想などなんでも* 経産省案件の分析まとめが大詰め,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:まだ_mada_bdt:     ◦ HD経営会議:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定 *■今日やること* ・【DED】Data Enablement Division定例、経産省案件対応、OKR策定、予算調整 ・【その他】1on1、HD経営会議  *■困っていることや連絡事項、感想などなんでも* OKR策定と予算調整を進める,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:まだ_mada_bdt:     ◦ HD経営会議:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定 *■今日やること* ・【DED】Data Enablement Division定例、経産省案件対応、OKR策定、予算調整 ・【その他】1on1、HD経営会議  *■困っていることや連絡事項、感想などなんでも* OKR策定と予算調整を進める,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応、OKR策定、予算調整 ・【その他】2on1、SaaS経営会議  *■困っていることや連絡事項、感想などなんでも* 粛々と進める,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応、OKR策定、予算調整 ・【その他】2on1、SaaS経営会議  *■困っていることや連絡事項、感想などなんでも* 粛々と進める,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応、UB Analytics定例、OKR策定 ・【その他】ADカーブアウト定例  *■困っていることや連絡事項、感想などなんでも* 経産省案件で数値ずれがいくつかあるので、検証しながら丁寧に進める。,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ UB Analytics定例:まだ_mada_bdt:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省案件対応、UB Analytics定例、OKR策定 ・【その他】ADカーブアウト定例  *■困っていることや連絡事項、感想などなんでも* 経産省案件で数値ずれがいくつかあるので、検証しながら丁寧に進める。,Slack #corp-it-engineering-data-enablement
<!subteam^S0461TNTX88> ちょっと移動待ち合わなそうなので、チーム定例は11:15開始に変更しますね,<!subteam^S0461TNTX88> ちょっと移動待ち合わなそうなので、チーム定例は11:15開始に変更しますね,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:済:     ◦ UB Analytics定例:済:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】DED予算検討、経産省案件対応 ・【その他】Holdings DAY 発表内容MTG  *■困っていることや連絡事項、感想などなんでも* 経産省案件の追い込み頑張る,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:cloud:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 数値バリデーション:進行中_しんこう_shinko-chu_sinko_bdt:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:済:     ◦ UB Analytics定例:済:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】DED予算検討、経産省案件対応 ・【その他】Holdings DAY 発表内容MTG  *■困っていることや連絡事項、感想などなんでも* 経産省案件の追い込み頑張る,Slack #corp-it-engineering-data-enablement
<!subteam^S0461TNTX88> ユースケース実現の形として、「主導型」「協働型」「伴走型」の3つを定義したけど、ユーザー側で完結する「自立型」も追加したほうがいいかも。ばんちゃんやげんさんのところとか、HRのところ等。  それぞれの型毎に、UB Analyticsとしての責任範囲を定義して、必要なところをUB Analytics定例のPJモニタリングの対象にしましょうか。例えば自立型についてはタスク・フェーズ共にモニタリングしない、とか。,<!subteam^S0461TNTX88> ユースケース実現の形として、「主導型」「協働型」「伴走型」の3つを定義したけど、ユーザー側で完結する「自立型」も追加したほうがいいかも。ばんちゃんやげんさんのところとか、HRのところ等。  それぞれの型毎に、UB Analyticsとしての責任範囲を定義して、必要なところをUB Analytics定例のPJモニタリングの対象にしましょうか。例えば自立型についてはタスク・フェーズ共にモニタリングしない、とか。,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> ごめん、経産省案件で少し作業が発生する可能性が合って、できれば30分-1時間ほど手伝ってもらいたく、明日10時にミーティング入れました。可能なら午前中動けるように予定調整してほしい。,<@U7T0QAEBA> ごめん、経産省案件で少し作業が発生する可能性が合って、できれば30分-1時間ほど手伝ってもらいたく、明日10時にミーティング入れました。可能なら午前中動けるように予定調整してほしい。,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:済:     ◦ 数値バリデーション:済:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:済:     ◦ UB Analytics定例:済:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省報告書の作成・納品、採用ランチ ・【その他】ADカーブアウト対応、ホールディングスコスト削減の数値目標設定  *■困っていることや連絡事項、感想などなんでも* 経産省案件をクロージングする,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • `O2 経産省と協調して、スタートアップの持続的成長を現するための提言を行う`     ◦ 各種コメントの取り込み:済:     ◦ 数値バリデーション:済:     ◦ 報告書の最終化:進行中_しんこう_shinko-chu_sinko_bdt: • OKR外     ◦ Data Enablement Division定例:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ OKR策定:済:     ◦ UB Analytics定例:済:     ◦ ホールディングスコスト削減の数値目標設定:まだ_mada_bdt: *■今日やること* ・【DED】経産省報告書の作成・納品、採用ランチ ・【その他】ADカーブアウト対応、ホールディングスコスト削減の数値目標設定  *■困っていることや連絡事項、感想などなんでも* 経産省案件をクロージングする,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:sunny: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • 全OKR     ◦ OKR進捗率定義:まだ_mada_bdt: • OKR外     ◦ Sales Development資料準備:まだ_mada_bdt:     ◦ HDコスト数値目標と施策検討:まだ_mada_bdt:     ◦ HD Day:まだ_mada_bdt:     ◦ HD経営会議:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ ADカーブアウト対応①Slack/Notion/G drive/Gmail:まだ_mada_bdt:     ◦ ADカーブアウト対応②労務・会計システム:まだ_mada_bdt:     ◦ ADカーブアウト対応③PC対応:まだ_mada_bdt:     ◦ UB Day:まだ_mada_bdt:  *■今日やること* ・【DED】1on1、採用 ・【その他】Sales Development資料準備、HD Day資料準備  *■困っていることや連絡事項、感想などなんでも* 経産省案件がひと段落したので、止めてた他案件を進める,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:sunny: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • 全OKR     ◦ OKR進捗率定義:まだ_mada_bdt: • OKR外     ◦ Sales Development資料準備:まだ_mada_bdt:     ◦ HDコスト数値目標と施策検討:まだ_mada_bdt:     ◦ HD Day:まだ_mada_bdt:     ◦ HD経営会議:まだ_mada_bdt:     ◦ SaaS経営会議:まだ_mada_bdt:     ◦ ADカーブアウト対応①Slack/Notion/G drive/Gmail:まだ_mada_bdt:     ◦ ADカーブアウト対応②労務・会計システム:まだ_mada_bdt:     ◦ ADカーブアウト対応③PC対応:まだ_mada_bdt:     ◦ UB Day:まだ_mada_bdt:  *■今日やること* ・【DED】1on1、採用 ・【その他】Sales Development資料準備、HD Day資料準備  *■困っていることや連絡事項、感想などなんでも* 経産省案件がひと段落したので、止めてた他案件を進める,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 毎週水曜の【CFCD CS】分析PJ定例のインバイトから外してもらえる？念のため予定残しといたけど、1Q結局ほぼ参加しなかったから予定から消そうかと。,<@U7T0QAEBA> 毎週水曜の【CFCD CS】分析PJ定例のインバイトから外してもらえる？念のため予定残しといたけど、1Q結局ほぼ参加しなかったから予定から消そうかと。,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 明日で大丈夫です。植田さんが教えてくれてる方法で、過去1年間のtableauのアクティブユーザー数の推移って出せる？実績を把握したく。 <https://uzabase.enterprise.slack.com/archives/C03AF1S6RRP/p1711968883240219?thread_ts=1711936647.347819&amp;channel=C03AF1S6RRP&amp;message_ts=1711968883.240219|https://uzabase.enterprise.slack.com/archives/C03AF1S6RRP/p1711968883240219?thread_ts=1711936647.347819&amp;channel=C03AF1S6RRP&amp;message_ts=1711968883.240219>,<@U7T0QAEBA> 明日で大丈夫です。植田さんが教えてくれてる方法で、過去1年間のtableauのアクティブユーザー数の推移って出せる？実績を把握したく。 <https://uzabase.enterprise.slack.com/archives/C03AF1S6RRP/p1711968883240219?thread_ts=1711936647.347819&amp;channel=C03AF1S6RRP&amp;message_ts=1711968883.240219|https://uzabase.enterprise.slack.com/archives/C03AF1S6RRP/p1711968883240219?thread_ts=1711936647.347819&amp;channel=C03AF1S6RRP&amp;message_ts=1711968883.240219>,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> 3月のPJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？,<@U02LMETN883> 3月のPJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 3月のPJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？,<@U7T0QAEBA> 3月のPJの進捗状況をまとめています。スレッドの【要記載】のところにコメントもらえますか？,Slack #corp-it-engineering-data-enablement
<!subteam^S0461TNTX88> OKRのKR進捗率定義について、定例で共有をお願いします。  今日の定例では1Q OKR実績の共有をお願いします。,<!subteam^S0461TNTX88> OKRのKR進捗率定義について、定例で共有をお願いします。  今日の定例では1Q OKR実績の共有をお願いします。,Slack #corp-it-engineering-data-enablement
`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • 全OKR     ◦ OKR進捗率定義:まだ_mada_bdt: • OKR外     ◦ Sales Development資料準備:済:     ◦ HDコスト数値目標と施策検討:済:     ◦ HD Day:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ ADカーブアウト対応①Slack/Notion/G drive/Gmail:済:     ◦ ADカーブアウト対応②労務・会計システム:済:     ◦ ADカーブアウト対応③PC対応:まだ_mada_bdt:     ◦ UB Day:まだ_mada_bdt:  *■今日やること* ・【DED】1on1、採用オファー面談、UB Analytics定例 ・【その他】360FB/GS/FB  *■困っていることや連絡事項、感想などなんでも* 昨日でカーブアウト対応の山を超えた。 HD Dayと経営会議での各種起案も終わった。 仕事を整理して明日明後日なるべく休む。,`Check-in` *■今日の体調とマインドは？（*:sunny::cloud::umbrella_with_rain_drops:*）* 体調:cloud: / マインド:sunny:  *■今週の優先事項とステータス（*:まだ_mada_bdt::進行中_しんこう_shinko-chu_sinko_bdt::済:*）* • 全OKR     ◦ OKR進捗率定義:まだ_mada_bdt: • OKR外     ◦ Sales Development資料準備:済:     ◦ HDコスト数値目標と施策検討:済:     ◦ HD Day:済:     ◦ HD経営会議:済:     ◦ SaaS経営会議:済:     ◦ ADカーブアウト対応①Slack/Notion/G drive/Gmail:済:     ◦ ADカーブアウト対応②労務・会計システム:済:     ◦ ADカーブアウト対応③PC対応:まだ_mada_bdt:     ◦ UB Day:まだ_mada_bdt:  *■今日やること* ・【DED】1on1、採用オファー面談、UB Analytics定例 ・【その他】360FB/GS/FB  *■困っていることや連絡事項、感想などなんでも* 昨日でカーブアウト対応の山を超えた。 HD Dayと経営会議での各種起案も終わった。 仕事を整理して明日明後日なるべく休む。,Slack #corp-it-engineering-data-enablement
<!subteam^S0461TNTX88> Snowflake上のデータを使って統計分析するKRについては、「O2KR3. Snowflakeを用いたデータサイエンスを実践する（青木、岡）」にしたいと思います。  進捗率定義は以下の想定です。 ```・Snowflake Pythonワークシートで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・Google Colabで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・Snowparkで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・上記をコンテンツ化する（10pt）```,<!subteam^S0461TNTX88> Snowflake上のデータを使って統計分析するKRについては、「O2KR3. Snowflakeを用いたデータサイエンスを実践する（青木、岡）」にしたいと思います。  進捗率定義は以下の想定です。 ```・Snowflake Pythonワークシートで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・Google Colabで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・Snowparkで、商談紹介分析（2023Q4）の結果を再現する（30pt） ・上記をコンテンツ化する（10pt）```,Slack #corp-it-engineering-data-enablement
<!subteam^S0461TNTX88> 自走型・協働型ではこちらでタスク管理しない方針にするのに合わせて、Tableau権限申請の承認ルールも変えたいと思います。  これまで、「UB Analyticsが把握しているユースケースのユーザーに限る」としていたんですが、申請が上がっているものは基本的に通すことにしようと思いますが、どうでしょうか？棚卸・権限削除がきちんと回っているので、広めに付与しても大きな問題は発生しないかと思います。（たとえば以下の申請はNPのチームから上がっているが、こういう自走型のケースも承認する） <https://ssl.wf.jobcan.jp/#/requests/118039>,<!subteam^S0461TNTX88> 自走型・協働型ではこちらでタスク管理しない方針にするのに合わせて、Tableau権限申請の承認ルールも変えたいと思います。  これまで、「UB Analyticsが把握しているユースケースのユーザーに限る」としていたんですが、申請が上がっているものは基本的に通すことにしようと思いますが、どうでしょうか？棚卸・権限削除がきちんと回っているので、広めに付与しても大きな問題は発生しないかと思います。（たとえば以下の申請はNPのチームから上がっているが、こういう自走型のケースも承認する） <https://ssl.wf.jobcan.jp/#/requests/118039>,Slack #corp-it-engineering-data-enablement
